NameSet,Number,Surname,GivenName,MiddleInitial,StreetAddress,ZipCode,EmailAddress,Username,TelephoneNumber,Centimeters,Kilograms,Birthday,Company,NationalID
American,480,Bernal,Randall,E,"4750 George Avenue",36602,RandallEBernal@rhyta.com,Toulden1961,251-241-9984,167,112.8,7/4/1961,"Life Map",423-49-8601
American,481,Harris,Emma,C,"2165 Corbin Branch Road",37643,EmmaCHarris@superrito.com,Conesee,423-542-5105,161,55.5,2/27/1977,Alexander's,413-16-7115
American,482,Jackson,Leanna,K,"4675 Poplar Lane",33012,LeannaKJackson@superrito.com,Friesess,305-544-0392,157,99.1,8/7/1983,Silo,767-42-3749
American,483,Heath,Kristen,R,"2160 Still Street",43602,KristenRHeath@einrot.com,Sopupose,419-705-1717,168,64.8,7/27/1935,"Ideal Garden Maintenance",292-03-1208
American,484,Gipson,Pamela,S,"1898 Romano Street",02141,PamelaSGipson@jourrapide.com,Moks1963,781-406-9664,153,81.5,5/14/1963,"Destiny Realty Solutions",031-62-8441
American,485,Carlson,Francis,R,"221 Randolph Street",01610,FrancisRCarlson@einrot.com,Tudith1947,508-684-6520,183,67.2,7/14/1947,"Environ Architectural Design",022-09-3714
American,486,Acevedo,Anthony,H,"2317 Apple Lane",61602,AnthonyHAcevedo@gustr.com,Weet1999,309-265-9453,176,90.2,12/24/1999,"Brooks Fashions",318-74-9128
American,487,Keller,Peggy,E,"2759 Traction Street",29673,PeggyEKeller@superrito.com,Theresobted,864-570-0009,170,69.9,4/20/1944,Sagebrush,247-81-2361
American,488,Ocampo,James,G,"3622 Tator Patch Road",60457,JamesGOcampo@dayrep.com,Agireve,312-898-0912,169,110.8,2/18/1964,"Castle Realty",330-42-0607
American,489,Olea,Paul,D,"3490 Still Street",44992,PaulDOlea@cuvox.de,Mingenty,419-689-1279,172,101.4,1/9/1990,"Quality Realty Service",274-28-4980
American,490,Coffman,William,T,"618 Passaic Street",20783,WilliamTCoffman@armyspy.com,Thournes,202-306-9294,179,111.6,10/29/1992,"John M. Smyth's Homemakers",578-48-4642
American,491,Bell,John,E,"4670 Scenic Way",61841,JohnEBell@jourrapide.com,Onday1958,217-733-7808,170,102.5,12/3/1958,"Crown Auto Parts",355-98-2566
American,492,Taylor,Timothy,M,"3026 Nutter Street",64444,TimothyMTaylor@rhyta.com,Debtrate,816-227-4970,181,67.4,2/22/1980,Chandlers,489-04-8577
American,493,Lenz,Rachel,B,"3694 Morris Street",78205,RachelBLenz@fleckens.hu,Morselp,830-290-4656,164,79.9,6/26/1979,"Landskip Yard Care",461-83-7885
American,494,Hester,Adam,B,"1235 Woodside Circle",32401,AdamBHester@superrito.com,Prooped,850-757-0562,178,77.4,10/9/1933,"Specific Appraisals",772-48-3356
American,495,Washington,August,D,"2596 Marion Drive",33602,AugustDWashington@dayrep.com,Inglast,813-479-8599,172,102.2,4/18/1964,"Complete Tech",262-03-6553
American,496,Macdonald,Ann,L,"3576 Oakway Lane",91204,AnnLMacdonald@rhyta.com,Earessiong,818-291-4037,159,98.7,5/6/1989,"Enviro Architectural Designs",623-47-9887
American,497,Hamlet,Allen,K,"282 New Creek Road",46802,AllenKHamlet@armyspy.com,Earry1944,260-242-5847,164,95.1,10/13/1944,Protean,306-80-8137
American,498,Gay,Dianne,M,"2361 Holden Street",92101,DianneMGay@rhyta.com,Areaddre,619-231-6015,153,61.1,8/15/1956,"Sun Foods",565-77-3009
American,499,Holmes,Jorge,D,"766 Sardis Station",55411,JorgeDHolmes@cuvox.de,Skint1990,612-521-5921,171,87.2,5/20/1990,"Museum Company",469-29-6400
American,500,Jorgenson,Luz,J,"4469 Post Farm Road",30342,LuzJJorgenson@teleworm.us,Pationol,404-257-7495,166,94.9,10/28/1954,"Rose Records",668-26-9947
American,501,Newman,Emerson,J,"907 Lawman Avenue",22090,EmersonJNewman@einrot.com,Carsed,703-209-4631,174,113.2,12/24/1982,"Crazy Tiger",226-83-7817
American,502,Kennedy,Bobby,M,"3053 Scenicview Drive",79845,BobbyMKennedy@jourrapide.com,Thice1943,432-229-2092,181,77.7,5/5/1943,"Champion Auto",464-93-8769
American,503,Mueller,Jacinto,E,"3868 Joes Road",12078,JacintoEMueller@gustr.com,Bregivers,518-773-5526,173,109.0,8/16/1978,"Joseph Magnin",105-94-6948
American,504,Corrales,Carmen,D,"2682 Richards Avenue",95329,CarmenDCorrales@cuvox.de,Lierhan,209-852-9520,153,84.1,7/28/1965,"Shoe Kicks",604-02-0014
American,505,Evanoff,Daniel,T,"1846 Jessie Street",43812,DanielTEvanoff@fleckens.hu,Imnion,740-622-5756,187,58.1,12/5/1996,"Honest Air Group",300-70-2706
American,506,Esters,Juan,M,"4889 Red Bud Lane",07102,JuanMEsters@cuvox.de,Evaithere,862-307-0250,178,97.1,4/27/1974,"Belle Ladi",147-40-4064
American,507,Flakes,Susan,B,"3546 Par Drive",93301,SusanBFlakes@fleckens.hu,Histrearret,805-840-0337,174,102.3,1/23/1987,"The Flying Bear",620-55-0940
American,508,Garzon,Don,D,"2157 College View",62451,DonDGarzon@jourrapide.com,Sether,618-586-5223,184,107.0,1/14/1966,"Payless Cashways",320-04-1544
American,509,Diego,Greg,P,"2617 Frum Street",37203,GregPDiego@einrot.com,Whisibee,615-340-6446,190,85.7,3/14/1990,"Robert Hall",762-01-1202
American,510,Thurman,Robert,W,"1736 Eagles Nest Drive",95695,RobertWThurman@cuvox.de,Dulthichuraw,530-669-4889,175,66.3,6/22/1973,"AJ Bayless",558-63-6981
American,511,Pinckney,David,B,"4212 Stroop Hill Road",30076,DavidBPinckney@cuvox.de,Allem1961,404-849-7886,185,97.3,5/1/1961,"Childs Restaurants",670-05-7679
American,512,Jose,Robert,S,"1653 Villa Drive",46601,RobertSJose@rhyta.com,Andoned,574-282-2941,179,83.5,3/15/1955,Musicland,315-27-9537
American,513,Potts,Lillia,E,"1336 Southside Lane",90046,LilliaEPotts@rhyta.com,Texprolven1983,323-698-2661,161,63.8,2/3/1983,"Manning's Cafeterias",608-12-0569
American,514,Kincer,George,M,"4195 Calico Drive",99114,GeorgeMKincer@superrito.com,Loverrien,509-685-3548,183,67.3,3/13/1950,"Kohl's Food Stores",536-15-9915
American,515,Garcia,Velia,G,"3780 Big Indian",70112,VeliaGGarcia@fleckens.hu,Viode1947,504-552-8152,167,49.4,1/20/1947,"Buckeye Furniture",435-99-1842
American,516,Monday,Israel,B,"4993 Gandy Street",63141,IsraelBMonday@rhyta.com,Wans1994,314-993-8574,190,83.6,10/20/1994,Weingarten's,494-36-8475
American,517,Washington,Jenna,R,"1146 Oakridge Lane",31093,JennaRWashington@fleckens.hu,Mayely,478-212-5655,160,80.0,4/14/1969,"The Wiz",673-26-9389
American,518,Wiles,Heather,F,"1533 Star Trek Drive",32505,HeatherFWiles@armyspy.com,Hathed,850-418-4841,165,63.6,4/19/1956,Gamble-Skogmo,267-96-4368
American,519,Allen,Mildred,C,"1315 Fleming Way",23219,MildredCAllen@armyspy.com,Andinds,804-697-0248,168,94.3,5/23/1943,"Total Yard Maintenance",693-03-4518
American,520,Acker,Kim,J,"2345 Fleming Way",23224,KimJAcker@fleckens.hu,Expriamere,804-674-4105,170,101.5,2/4/1957,"Bloom Brothers Furniture",227-13-4518
American,521,Elliott,Charles,J,"1242 Hog Camp Road",60466,CharlesJElliott@einrot.com,Yessund67,708-503-8283,182,84.1,5/23/1967,"Sports Unlimited",337-80-1558
American,522,Rainey,Yvette,R,"3550 Eagles Nest Drive",94730,YvetteRRainey@armyspy.com,Mitersell,530-581-2383,174,59.7,4/18/1973,Stratagee,624-29-2295
American,523,Hicks,Carl,V,"1604 Marshall Street",21811,CarlVHicks@teleworm.us,Plarturer,410-629-5674,176,89.0,11/5/1986,"Sun Television and Appliances",220-45-1346
American,524,Eversole,Raul,M,"595 Seneca Drive",97204,RaulMEversole@jourrapide.com,Emenim,503-914-7536,180,71.1,9/26/1982,"Paul Harris",544-64-9257
American,525,Sharp,Carlos,C,"1007 Hoffman Avenue",11791,CarlosCSharp@armyspy.com,Artheaduck,917-889-3004,171,88.7,6/15/1958,"Pro Star Garden Management",104-48-9895
American,526,Getz,Jennifer,F,"3335 Snider Street",80903,JenniferFGetz@cuvox.de,Arents,719-955-0474,159,66.8,8/15/1941,"Sunny Real Estate Investments",653-38-2399
American,527,Alston,John,M,"74 Walkers Ridge Way",60185,JohnMAlston@dayrep.com,Barre1977,630-293-5778,169,108.7,6/10/1977,"Erb Lumber",355-05-1610
American,528,Michaels,Gordon,V,"1352 Gregory Lane",40202,GordonVMichaels@dayrep.com,Foussongin1947,502-595-4824,166,77.4,4/29/1947,"Auto Works",404-63-8774
American,529,Newton,Aubrey,J,"4010 Rockwell Lane",27845,AubreyJNewton@cuvox.de,Expressel,252-534-7134,171,74.4,12/15/1962,"Success Is Yours",246-23-3527
American,530,Ozment,Mark,J,"4009 Sharon Lane",46601,MarkJOzment@superrito.com,Cattess,574-245-7457,171,95.5,1/17/1962,Titania,314-68-8427
American,531,Twomey,Steve,M,"2857 Davis Lane",80203,SteveMTwomey@superrito.com,Shom1935,720-263-2948,166,94.5,9/27/1935,"Music Boutique",650-07-6262
American,532,Simon,Howard,S,"98 Melville Street",38002,HowardSSimon@jourrapide.com,Riess1982,731-343-0195,179,70.3,3/6/1982,Stratagee,757-01-1433
American,533,Watkins,Vernon,J,"3557 Hartway Street",57761,VernonJWatkins@teleworm.us,Raws1935,605-702-8845,166,97.7,4/4/1935,Packer,504-92-8464
American,534,Nimmo,Bernard,J,"2019 Butternut Lane",62260,BernardJNimmo@superrito.com,Somenclover,618-476-8508,178,110.5,5/7/1989,"Edge Yard Service",321-28-6062
American,535,Smith,Kimberly,S,"4905 Scott Street",12601,KimberlySSmith@fleckens.hu,Olud1973,845-465-5563,156,64.7,12/27/1973,"Body Fate",066-84-5249
American,536,Young,Roger,G,"4261 Despard Street",30342,RogerGYoung@armyspy.com,Uning1964,404-705-7901,186,111.9,4/3/1964,"King Carol",258-54-0367
American,537,Pack,Mark,M,"1819 Kelley Road",39501,MarkMPack@teleworm.us,Velsomens,228-533-6487,171,84.6,3/10/1965,Sagebrush,426-27-5099
American,538,McDaniel,Mildred,J,"3810 Everette Alley",33131,MildredJMcDaniel@rhyta.com,Thadmories,954-780-8371,160,101.6,5/8/1984,"Sunny Real Estate Investments",767-03-4734
American,539,Crisp,Paul,L,"4425 Virginia Street",60611,PaulLCrisp@gustr.com,Twoultall,773-601-3477,164,80.6,11/19/1941,"Alladin's Lamp",327-38-2474
American,540,Cronin,Mary,R,"3081 Sweetwood Drive",80002,MaryRCronin@superrito.com,Lestathe,303-420-4078,173,61.7,12/11/1994,"Cala Foods",524-39-4061
American,541,Chaney,John,M,"3750 Millbrook Road",60187,JohnMChaney@cuvox.de,Ancienser,630-752-1735,182,68.8,9/23/1964,"Steak and Ale",330-68-4079
American,542,Doyle,Kimberly,B,"738 Oak Way",68643,KimberlyBDoyle@dayrep.com,Plarriving,402-487-6583,161,55.5,11/29/1964,Furrow's,508-17-2928
American,543,Schultheis,Marie,W,"2201 Lindale Avenue",95131,MarieWSchultheis@armyspy.com,Fluesen1968,510-496-9131,161,70.7,3/7/1968,"Pay 'N Pak",564-52-8221
American,544,Epperson,Karen,M,"3717 Powder House Road",33463,KarenMEpperson@fleckens.hu,Indecing,561-706-0782,172,56.1,7/21/1994,"Poore Simon's",768-34-2826
American,545,Urias,Kerry,J,"3674 Mount Street",48749,KerryJUrias@gustr.com,Carthersaing,989-653-1410,155,96.5,12/6/1957,"System Star",363-84-2744
American,546,Blanco,William,J,"4328 Lena Lane",39201,WilliamJBlanco@gustr.com,Themblent,601-540-0435,178,64.7,11/25/1949,"Galaxy Man",427-69-8081
American,547,Cox,Dion,M,"895 Tail Ends Road",54303,DionMCox@teleworm.us,Youlgron,920-617-2120,179,100.9,2/20/1981,"Omni Source",389-78-5538
American,548,Crowe,Donna,E,"1688 Berkley Street",19103,DonnaECrowe@superrito.com,Thron1977,484-893-0955,154,84.1,8/9/1977,"Zephyr Investments",202-76-6976
American,549,Bowman,Frances,W,"1199 Romines Mill Road",75247,FrancesWBowman@einrot.com,Altatter,214-615-2990,168,92.0,8/7/1946,"Mission G",643-92-9302
American,550,Malloy,Valencia,D,"200 Sunrise Road",89101,ValenciaDMalloy@einrot.com,Trailtoo,702-993-2210,159,81.7,9/27/1970,"Roadhouse Grill",530-10-0295
American,551,Magee,William,B,"2322 B Street",55121,WilliamBMagee@gustr.com,Thatese1976,651-683-3128,175,112.7,7/7/1976,"Simply Appraisals",470-02-0322
American,552,Dalton,Michael,G,"1294 Turnpike Drive",35010,MichaelGDalton@dayrep.com,Reeld1941,256-409-9205,179,78.0,8/7/1941,Sportswest,416-34-5180
American,553,Campbell,Anita,K,"297 Rosebud Avenue",71602,AnitaKCampbell@jourrapide.com,Maddle1951,870-390-2285,167,86.8,12/28/1951,"Irving's Sporting Goods",432-39-1440
American,554,Strawser,Michael,R,"1174 Adams Avenue",20770,MichaelRStrawser@rhyta.com,Andnig,301-646-1697,177,73.5,9/8/1942,"Hanover Shoe",212-60-8876
American,555,Elliott,Eric,L,"3683 Pick Street",81435,EricLElliott@teleworm.us,Musibiguld,970-729-9223,169,87.5,9/11/1954,"The Spotted Cougar",521-07-8793
American,556,Montez,Charles,C,"1160 Airplane Avenue",06902,CharlesCMontez@armyspy.com,Thatme,860-858-0635,189,71.6,2/14/1973,"John M. Smyth's Homemakers",049-60-8702
American,557,Stroud,Lupe,J,"3403 Centennial Farm Road",51566,LupeJStroud@dayrep.com,Thisce,712-621-1706,162,53.0,4/26/1957,"Two Pesos",481-09-0744
American,558,Halcomb,Loretta,S,"4209 Bingamon Branch Road",12525,LorettaSHalcomb@gustr.com,Womers,845-897-6009,162,97.8,7/25/1975,Dahlkemper's,118-42-9507
American,559,Webster,Phil,M,"3365 Oakway Lane",91204,PhilMWebster@fleckens.hu,Youring,818-265-9561,169,71.1,12/27/1993,"Dick Fischers",545-99-9989
American,560,Boyd,Margaret,A,"2375 Little Street",44512,MargaretABoyd@gustr.com,Likentles,330-640-7020,164,96.8,3/16/1946,"The Pink Pig Tavern",278-07-2879
American,561,Descoteaux,Thomas,M,"3402 Fincham Road",91941,ThomasMDescoteaux@gustr.com,Muddly,760-516-6654,171,105.8,11/6/1955,"Gamma Gas",560-06-1525
American,562,Byrd,Angie,M,"4794 Drummond Street",08854,AngieMByrd@superrito.com,Grom1981,973-294-8067,169,55.2,4/18/1981,"Price Savers",137-84-2089
American,563,Neale,William,R,"660 Brown Bear Drive",92614,WilliamRNeale@jourrapide.com,Addeat,951-756-7082,179,96.4,1/13/1992,Libera,565-10-9140
American,564,Riley,Brian,D,"1693 Turnpike Drive",35601,BrianDRiley@dayrep.com,Reard1958,256-416-4483,175,80.3,1/10/1958,"Home Centers",422-21-7463
American,565,Cantin,Martha,S,"1049 Thrash Trail",75601,MarthaSCantin@dayrep.com,Wasibbelf,903-615-5415,155,63.4,5/3/1951,"Johnson's General Stores",452-36-7591
American,566,Henderson,Carolyn,D,"927 Charles Street",48335,CarolynDHenderson@jourrapide.com,Thany1958,734-470-2129,160,58.5,3/30/1958,"H.C. Bohack",375-76-3168
American,567,Gean,Marjorie,B,"2491 Park Avenue",95814,MarjorieBGean@fleckens.hu,Stroffeld1972,916-446-4401,158,99.6,10/20/1972,"Buena Vista Realty Service",546-86-9275
American,568,Dean,Nick,A,"3356 Moore Avenue",76104,NickADean@teleworm.us,Uponed,817-690-0896,185,88.3,8/22/1953,"Gold Medal",633-18-6899
American,569,Diaz,Julie,J,"3065 Harry Place",28086,JulieJDiaz@dayrep.com,Melf1947,704-730-7458,170,81.1,1/13/1947,"Channel Home Centers",688-09-7751
American,570,Sealey,Michael,J,"1868 Derek Drive",44308,MichaelJSealey@teleworm.us,Befoulot,330-412-9438,178,95.1,10/19/1962,"Pup 'N' Taco",280-98-1466
American,571,Wilkinson,Clifford,S,"31 Walt Nuzum Farm Road",14445,CliffordSWilkinson@armyspy.com,Handes,585-381-4760,172,94.9,11/3/1991,"KB Toys",132-09-3897
American,572,Garland,Melisa,M,"1248 Bell Street",10018,MelisaMGarland@dayrep.com,Butedinefs,212-239-3081,156,99.2,7/7/1983,"WWW Realty",087-05-7190
American,573,Colosimo,Jennifer,J,"2846 Fairmont Avenue",64624,JenniferJColosimo@fleckens.hu,Mader1937,660-345-6644,152,64.8,4/25/1937,"Plan Smart",487-70-5318
American,574,McNally,Rosalind,S,"749 Meadow Drive",59101,RosalindSMcNally@cuvox.de,Hatichoode,406-208-8157,166,57.5,3/26/1990,"Camelot Music",516-62-8016
American,575,Switzer,Laura,G,"4214 Ella Street",94607,LauraGSwitzer@teleworm.us,Canday,650-290-5581,167,87.7,3/4/1986,"Best Products",549-08-1871
American,576,Hancock,Bernice,R,"1320 Broadway Street",29405,BerniceRHancock@fleckens.hu,Riney1967,843-746-5377,153,92.2,10/17/1967,"Whitlocks Auto Supply",654-14-0180
American,577,Harris,Michael,J,"2696 Perine Street",22075,MichaelJHarris@einrot.com,Sairenecons1967,703-779-5892,185,105.1,4/10/1967,"Super Shops",228-08-7572
American,578,Caron,Ellen,J,"4779 Grim Avenue",92103,EllenJCaron@teleworm.us,Gairly,619-803-6552,172,56.0,7/7/1956,Jacobs,556-15-8281
American,579,Johnson,Jerome,E,"1825 Late Avenue",73102,JeromeEJohnson@superrito.com,Forse1965,580-768-7918,166,108.4,1/23/1965,"Krauses Sofa Factory",447-98-4709
American,580,Fish,Ashlee,E,"4833 Rosewood Court",56028,AshleeEFish@teleworm.us,Reptupose,507-267-1555,172,89.2,11/30/1974,Briazz,474-17-5107
American,581,O'Connor,Troy,P,"1118 Scott Street",12603,TroyPOConnor@dayrep.com,Assight,845-463-9595,175,72.7,9/16/1969,"Kinney Shoes",050-94-7250
American,582,Brooks,Donna,A,"4329 Burke Street",02141,DonnaABrooks@teleworm.us,Waime1969,781-267-2909,153,90.2,4/23/1969,"Magna Solution",027-14-7601
American,583,Pitre,Ashley,G,"1270 Sharon Lane",46360,AshleyGPitre@jourrapide.com,Fancessid,574-204-4786,164,105.4,4/5/1968,"Music Boutique",303-27-7660
American,584,Donovan,Brenda,C,"1902 Golf Course Drive",22090,BrendaCDonovan@fleckens.hu,Ince1992,703-314-4983,171,86.2,5/5/1992,"Handy City",693-01-1066
American,585,Carvalho,Julia,J,"4573 Chipmunk Lane",04864,JuliaJCarvalho@gustr.com,Estand1981,207-273-3591,174,93.9,6/14/1981,Adaptaz,004-62-7394
American,586,Powell,Danny,S,"3268 Lakeland Terrace",48185,DannySPowell@teleworm.us,Therty,734-338-2804,177,72.5,10/19/1947,"Family Toy",364-31-6406
American,587,Brown,Noel,B,"4500 Johnson Street",27513,NoelBBrown@cuvox.de,Shme1998,919-921-8851,179,94.6,6/3/1998,"Dee's Drive-In",686-03-7966
American,588,Hauser,Jospeh,D,"3794 Gerald L. Bates Drive",02142,JospehDHauser@einrot.com,Vaggrosen,617-870-0310,183,90.6,11/29/1986,"One-Up Realtors",020-36-0908
American,589,Moloney,Merry,F,"1961 Parrish Avenue",93901,MerryFMoloney@einrot.com,Clefor,831-241-0786,162,96.5,12/17/1989,"Record Bar",613-58-0717
American,590,Blank,Gary,B,"2196 Devils Hill Road",39042,GaryBBlank@einrot.com,Afty1981,601-829-0309,175,81.5,2/27/1981,"Pergament Home Centers",425-91-4249
American,591,Jurgensen,Pamela,D,"196 Eden Drive",23219,PamelaDJurgensen@gustr.com,Maidest,804-930-0446,152,92.8,3/4/1940,"Buck Alley Lumber",696-01-1279
American,592,Furr,Leta,E,"367 Bicetown Road",10011,LetaEFurr@gustr.com,Roustich,917-312-4614,167,64.7,8/5/1999,"Planet Profit",104-56-2317
American,593,Shepard,Eric,L,"495 College View",62960,EricLShepard@jourrapide.com,Hansinsee,618-680-2072,165,94.9,12/22/1956,Musicland,328-56-0918
American,594,Downey,Ellen,R,"415 Crowfield Road",85034,EllenRDowney@teleworm.us,Omeato,602-809-9817,165,77.0,9/5/1941,"Integra Design",526-98-6404
American,595,Martin,Gale,C,"956 Ethels Lane",33912,GaleCMartin@armyspy.com,Assfor,863-840-2614,180,80.7,2/4/1998,Almacs,769-18-7489
American,596,Chandler,Esther,J,"858 Armbrester Drive",90278,EstherJChandler@fleckens.hu,Duch1981,310-542-8264,160,69.7,5/29/1981,"Smitty's Marketplace",625-90-8086
American,597,Tapley,Sharon,R,"1906 Reel Avenue",87112,SharonRTapley@fleckens.hu,Dertuary,505-323-8530,164,101.7,9/20/1940,"Piece Goods Fabric",585-61-9638
American,598,Rivas,Steven,S,"4564 Lakewood Drive",07446,StevenSRivas@teleworm.us,Ragrateakent,201-831-7063,168,80.0,10/22/1935,"The Spotted Cougar",157-01-3236
American,599,Barrett,George,S,"2866 Abner Road",54303,GeorgeSBarrett@dayrep.com,Sady1949,715-437-4659,166,77.2,5/10/1949,"Mr. Good Buys",398-20-6441
American,600,Allen,Sarah,A,"1884 Village View Drive",20706,SarahAAllen@gustr.com,Frookes,240-242-1523,158,79.6,8/21/1939,"Mansmann's Department Store",214-96-9637
American,601,Burroughs,Cecil,H,"2071 Jones Street",76134,CecilHBurroughs@cuvox.de,Siltard,817-551-2379,167,82.9,2/11/1936,"Skaggs-Alpha Beta",454-72-9846
American,602,Smith,Edmund,D,"1855 Mount Tabor",10952,EdmundDSmith@jourrapide.com,Enditarray,914-537-1166,180,94.4,9/28/1971,"Shoe Town",050-10-2745
American,603,Mack,Lauren,M,"787 Milford Street",03774,LaurenMMack@teleworm.us,Inere1991,603-787-6371,171,82.8,11/26/1991,"Aaronson Furniture",002-09-5742
American,604,Gray,Lillie,R,"859 Hall Valley Drive",24901,LillieRGray@teleworm.us,Gloold77,304-645-5877,160,56.1,1/11/1977,"Advansed Teksyztems",235-33-1757
American,605,Hartley,Michelle,E,"1086 Kincheloe Road",97205,MichelleEHartley@cuvox.de,Gessarcidigh,503-441-6178,165,70.4,1/4/1948,"AJ Bayless",540-41-9484
American,606,Wise,Miles,K,"3309 Lucky Duck Drive",15235,MilesKWise@cuvox.de,Exions,412-798-2346,169,102.8,4/6/1953,"Great Western",168-12-6953
American,607,Mason,Keith,S,"627 Broadcast Drive",22020,KeithSMason@superrito.com,Prinetheor,703-961-5434,181,69.6,7/17/1990,"Gino's Hamburgers",231-62-3903
American,608,Edward,Christy,T,"3093 Sunny Glen Lane",44109,ChristyTEdward@einrot.com,Prother,216-739-6108,156,63.3,8/1/1952,"York Steak House",301-36-6832
American,609,Smith,Christine,L,"440 Queens Lane",23917,ChristineLSmith@dayrep.com,Foreced,434-738-8197,169,87.0,1/1/1964,"Infinity Investment Plan",227-88-1611
American,610,Miller,Jose,B,"1785 Langtown Road",45840,JoseBMiller@cuvox.de,Derfe1948,567-230-9491,185,98.4,6/8/1948,"Burger Chef",290-74-1578
American,611,Garcia,Lori,W,"4240 Hanover Street",10011,LoriWGarcia@gustr.com,Swerstene1994,917-674-8340,170,85.1,4/24/1994,"Mr. Clark's Appliances",121-52-2576
American,612,Mercer,Michael,M,"3111 Still Street",45869,MichaelMMercer@jourrapide.com,Wasely1996,419-629-3293,186,82.1,8/17/1996,"Mr. Good Buys",291-10-7778
American,613,Willett,Zachary,T,"3577 Bryan Avenue",55102,ZacharyTWillett@superrito.com,Palwas,651-325-9981,168,107.1,1/28/1978,"Security Sporting Goods",470-30-9669
American,614,Hayden,Debra,C,"3655 Zappia Drive",41051,DebraCHayden@rhyta.com,Whamen,859-363-7139,160,47.4,2/5/1998,"Cala Foods",401-27-0554
American,615,Moore,Greta,I,"1684 Hart Ridge Road",48706,GretaIMoore@gustr.com,Difistrunde,989-280-6682,154,88.8,5/13/1937,"Golden Dawn",375-70-9884
American,616,Donovan,Mary,F,"4014 Bartlett Avenue",48067,MaryFDonovan@einrot.com,Fourgaver,248-556-0702,162,70.9,11/8/1971,"Jewel Mart",377-34-4318
American,617,Reardon,Susan,J,"4688 Pick Street",80216,SusanJReardon@dayrep.com,Affir1935,970-581-2325,153,88.4,3/3/1935,"Rogers Peet",652-07-9786
American,618,Lieberman,Paul,P,"4930 Center Street",97526,PaulPLieberman@armyspy.com,Wrien1936,541-956-4888,168,88.9,4/6/1936,"Eisner Food Stores",544-39-8209
American,619,Burnett,Michael,A,"793 Cameron Road",14227,MichaelABurnett@gustr.com,Youbtand,716-390-1867,171,104.5,2/9/1996,Mages,106-10-3280
American,620,Sokol,Tamara,R,"2886 University Street",98155,TamaraRSokol@gustr.com,Wathre,206-368-8431,153,102.0,10/18/1941,Nedick's,534-94-0904
American,621,Smith,Virginia,T,"4962 Columbia Mine Road",26101,VirginiaTSmith@dayrep.com,Aste1982,304-580-8845,166,68.2,6/15/1982,"Dee's Drive-In",232-82-6377
American,622,Cochran,George,B,"3188 Kelly Drive",24701,GeorgeBCochran@einrot.com,Onter1965,304-887-5440,181,115.7,11/21/1965,"Buena Vista Garden Maintenance",235-74-9282
American,623,Miramontes,Kenneth,B,"4436 Rafe Lane",39213,KennethBMiramontes@cuvox.de,Ploven75,662-750-2163,185,75.9,6/10/1975,"Simply Save",427-63-9860
American,624,Moses,Christian,M,"763 Harvest Lane",64106,ChristianMMoses@fleckens.hu,Bobstine,660-955-7270,170,74.0,1/31/1988,"Kash n' Karry",491-98-6737
American,625,Leclaire,Pamela,W,"4942 Paradise Lane",91766,PamelaWLeclaire@fleckens.hu,Youldeld72,909-764-0914,154,52.4,2/23/1972,"Unity Stationers",550-26-4788
American,626,Starkey,Angelina,M,"1205 Richards Avenue",95207,AngelinaMStarkey@cuvox.de,Makined,209-888-3390,174,92.9,5/6/1966,Packer,555-57-9390
American,627,Burns,Charlotte,T,"4387 Collins Avenue",43215,CharlotteTBurns@fleckens.hu,Rensell,614-820-2779,164,100.4,7/30/1948,Roberd's,271-86-6394
American,628,Hudgins,Minnie,J,"3713 Briarhill Lane",76801,MinnieJHudgins@superrito.com,Ficy1989,325-998-7556,154,53.9,11/6/1989,"Landskip Yard Care",631-84-9535
American,629,Orellana,Darlene,G,"4593 Marshall Street",21202,DarleneGOrellana@teleworm.us,Pladithe,410-709-7564,172,84.0,1/20/1999,"Sunflower Market",212-55-9598
American,630,Arreola,Felicitas,A,"1091 Duck Creek Road",94015,FelicitasAArreola@jourrapide.com,Unation,650-755-3700,170,99.7,6/28/1990,"Buehler Foods",609-46-5093
American,631,Nolan,Katherine,F,"4003 Del Dew Drive",21536,KatherineFNolan@dayrep.com,Asself,301-895-0257,171,51.9,3/13/1984,"Beasts of Beauty",213-29-2801
American,632,Fales,Pamela,C,"2488 Roosevelt Street",94108,PamelaCFales@teleworm.us,Pusting,415-394-1933,158,67.3,7/23/1968,"Sew-Fro Fabrics",616-53-5350
American,633,Murphy,Vernon,M,"4490 Diamond Cove",02903,VernonMMurphy@einrot.com,Haffee38,401-321-3546,166,98.0,8/31/1938,"Red Robin Stores",037-12-6188
American,634,Kranz,Kim,J,"4690 Duck Creek Road",94612,KimJKranz@cuvox.de,Unothouldits1979,650-887-9760,155,67.5,9/1/1979,"KG Menswear",562-18-8921
American,635,Jarvis,John,R,"4738 Highland Drive",54140,JohnRJarvis@rhyta.com,Wifted,920-687-2848,184,70.9,1/30/1939,"Listenin' Booth",389-46-7804
American,636,Williams,Priscilla,D,"4688 Stanton Hollow Road",02192,PriscillaDWilliams@cuvox.de,Tingul,781-495-0046,165,64.4,10/9/1997,"Waccamaw Pottery",030-30-9610
American,637,Prince,Edmund,L,"3805 Pinewood Avenue",49829,EdmundLPrince@rhyta.com,Usat1946,906-786-0024,180,96.7,9/13/1946,"Buck Alley Lumber",381-98-1818
